keyword,gender,age,country,region,level
麦格根/mcguigan,f,9999,浙江,杭州,B
音符/awjs,m,9999,其他,其他,B
音符/awjs,m,6,海外,美国,B
蒙大菲/robert mondavi,m,9999,其他,其他,C
卡斯特/kasteel ,f,19,江苏,南京,A
优尼特/riunite,f,19,江苏,南京,D
卡思黛乐/castel,m,9999,其他,其他,B
百特/beleden,m,6,浙江,金华,B
集美,f,9999,其他,其他,A
威赛帝斯,f,9999,内蒙古,包头,B
香格里拉/shangri-la,f,9999,北京,朝阳区,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
音符/awjs,f,9999,辽宁,大连,B
作品一号/opus one,m,9999,四川,成都,A
卡斯特/kasteel ,m,31,四川,乐山,A
音符/awjs,m,9999,新疆,石河子,B
紫轩,m,9999,其他,其他,C
酩悦/moet&amp;chandon,m,9999,其他,其他,A
华东/huadong,m,9999,北京,海淀区,C
巴黎庄园/cmp,f,9999,其他,其他,C
音符/awjs,f,9999,其他,其他,B
音符/awjs,m,31,广东,东莞,B
百特/beleden,f,9999,山东,滨州,B
木桐嘉棣/mouton cadet,f,9999,广东,广州,B
丰收,m,9999,江苏,南京,A
也买酒/yesmywine,f,35,湖北,武汉,B
奔富蔻兰山/koonunga hill,f,9999,广西,南宁,C
活灵魂/almaviva,m,34,广东,深圳,B
卡斯特/kasteel ,m,9999,其他,其他,A
奔富蔻兰山/koonunga hill,f,29,广东,河源,C
丰收,f,9999,广东,深圳,A
丰收,f,27,福建,厦门,A
贺兰山,m,9999,浙江,湖州,A
卡斯特/kasteel ,m,33,江苏,苏州,A
贾斯汀/divine justine,m,37,广东,深圳,A
卡思黛乐/castel,f,9999,其他,其他,B
卡思黛乐/castel,m,9999,其他,其他,B
卡思黛乐/castel,m,9999,其他,其他,B
卡思黛乐/castel,m,49,海外,其他,B
百特/beleden,m,9999,其他,其他,B
卡斯特/kasteel ,f,9999,上海,浦东新区,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
金蝴蝶/golden butterfly face,m,6,广东,湛江,C
爱之湾/andimar ,m,9999,其他,其他,B
音符/awjs,m,9999,其他,其他,B
百特/beleden,m,9999,江苏,徐州,B
长白山 ,m,9999,其他,其他,A
莫高/mogao ,m,9999,其他,其他,C
也买酒/yesmywine,f,9999,贵州,贵阳,B
 姚明/yaoming,m,34,江苏,其他,B
卡斯特/kasteel ,m,9999,其他,其他,A
卡思黛乐/castel,m,9999,其他,其他,B
卡思黛乐/castel,m,9999,其他,其他,B
怡园酒庄/grace vineyard,f,9999,山西,太原,A
雄狮酒庄/chateau leoville-las cases,f,9999,广东,广州,B
干露/concha y toro ,m,9999,其他,其他,B
杰卡斯/jacob’s creek,m,9999,其他,其他,B
花思蝶/frescobaldi,m,9999,其他,其他,B
爱之湾/andimar ,f,28,湖北,武汉,B
长白山 ,m,39,吉林,吉林,A
红魔鬼/casillero del diablo,m,9999,香港,其他,B
红魔鬼/casillero del diablo,m,9999,香港,其他,B
黄尾袋鼠/yellow tail,m,9999,广东,潮州,B
玛茜/rochemazet,f,26,其他,其他,C
音符/awjs,f,9999,上海,普陀区,B
卡斯特/kasteel ,f,9999,江西,赣州,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
卡斯特/kasteel ,f,9999,上海,浦东新区,A
路易拉菲/louis lafon ,m,9999,其他,其他,A
红魔鬼/casillero del diablo,m,9999,其他,其他,B
也买酒/yesmywine,f,9999,陕西,西安,B
爱之湾/andimar ,m,9999,其他,其他,B
舒特家族,f,9999,广东,广州,B
卡斯特/kasteel ,m,9999,陕西,西安,A
洛神山庄,f,9999,其他,其他,A
卡思黛乐/castel,f,9999,辽宁,丹东,B
罗曼尼康帝庄园,f,34,北京,其他,A
紫轩,m,31,北京,东城区,C
玛茜/rochemazet,m,9999,其他,其他,C
玛茜/rochemazet,m,9999,其他,其他,C
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
干露/concha y toro ,m,9999,其他,其他,B
巴黎庄园/cmp,f,9999,其他,其他,C
布朗兄弟酒庄/brown brothers,m,9999,其他,其他,A
芙华/la fiole,m,9999,其他,其他,C
怡园酒庄/grace vineyard,f,9999,其他,其他,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
金蝴蝶/golden butterfly face,f,28,广东,阳江,C
龙徽,f,9999,其他,其他,A
洛神山庄,m,9999,香港,九龙城区,A
卡思黛乐/castel,m,9999,其他,其他,B
卡思黛乐/castel,m,9999,重庆,渝北区,B
木桐嘉棣/mouton cadet,m,9999,其他,其他,B
木桐嘉棣/mouton cadet,m,9999,其他,其他,B
路易拉菲/louis lafon ,m,9999,其他,其他,A
小龙船,m,31,广东,潮州,A
莫高/mogao ,m,43,其他,其他,C
玛茜/rochemazet,f,22,广东,肇庆,C
也买酒/yesmywine,m,31,河北,邯郸,B
红魔鬼/casillero del diablo,m,9999,其他,其他,B
 姚明/yaoming,m,9999,其他,其他,B
君顶,f,9999,浙江,宁波,D
洛神山庄,f,9999,其他,其他,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
澜,m,9999,广东,广州,A
木桐古堡/ch. mouton rothschild,m,9999,其他,其他,D
干露/concha y toro ,m,9999,浙江,杭州,B
路易亚都世家/louis jadot ,f,9999,其他,其他,C
卡斯特/kasteel ,m,9999,浙江,温州,A
卡斯特/kasteel ,m,9999,浙江,温州,A
音符/awjs,m,32,山东,青岛,B
天鹅庄,f,9999,其他,其他,C
天鹅庄,f,9999,其他,其他,C
也买酒/yesmywine,m,9999,黑龙江,哈尔滨,B
也买酒/yesmywine,m,37,北京,朝阳区,B
巴图,m,9999,北京,东城区,C
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
罗马假日,f,30,辽宁,辽阳,D
卡斯特/kasteel ,f,9999,上海,浦东新区,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
丰收,m,25,广东,佛山,A
活灵魂/almaviva,f,27,北京,石景山区,B
红魔鬼/casillero del diablo,m,39,辽宁,沈阳,B
卡斯特/kasteel ,f,7,辽宁,其他,A
爱之湾/andimar ,m,9999,其他,其他,B
澜,f,9999,其他,其他,A
卡斯特/kasteel ,m,41,重庆,沙坪坝区,A
路易拉菲/louis lafon ,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
玛茜/rochemazet,f,34,其他,其他,C
新天/suntime,m,9999,重庆,江北区,C
新天/suntime,m,9999,重庆,江北区,C
贺兰山,m,9999,其他,其他,A
法莱雅,m,9999,其他,其他,A
莱茵黑森,m,9999,其他,其他,A
十字木桐,f,9999,海外,其他,A
西夫拉姆/saflam,f,29,江苏,苏州,A
百特/beleden,f,28,江苏,徐州,B
拿戈卢/la gloire,m,30,重庆,江北区,A
 姚明/yaoming,f,41,上海,崇明县,B
卡斯特/kasteel ,m,9999,其他,其他,A
路易亚都世家/louis jadot ,f,9999,其他,其他,C
百特/beleden,f,9999,其他,其他,B
力士金,m,9999,广东,广州,B
力士金,m,9999,广东,广州,B
酩悦/moet&amp;chandon,m,9999,其他,其他,A
洛神山庄,f,9999,广东,江门,A
洛神山庄,m,9999,其他,其他,A
拿戈卢/la gloire,m,9999,江苏,其他,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
卡斯特/kasteel ,f,9999,上海,浦东新区,A
干露/concha y toro ,m,9999,其他,其他,B
干露/concha y toro ,f,9999,其他,其他,B
卡斯特/kasteel ,f,9999,上海,浦东新区,A
新天/suntime,m,9999,其他,其他,C
干露/concha y toro ,f,9999,其他,其他,B
卡斯特/kasteel ,f,9999,上海,黄浦区,A
蒙大菲/robert mondavi,f,31,海外,日本,C
洛神山庄,f,9999,其他,其他,A
玛茜/rochemazet,m,9999,其他,其他,C
红蔓庄园/tarapaca,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,f,25,北京,石景山区,B
爱之湾/andimar ,m,9999,其他,其他,B
莫高/mogao ,f,30,河南,平顶山,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
也买酒/yesmywine,f,9999,其他,其他,B
莱茵黑森,m,9999,其他,其他,A
莱茵黑森,m,9999,其他,其他,A
卡赛欧,m,9999,其他,其他,A
卡斯特/kasteel ,f,43,江苏,苏州,A
酩悦/moet&amp;chandon,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
酩悦/moet&amp;chandon,m,9999,其他,其他,A
小红帽/rotkappchen ,f,9999,四川,成都,A
干露/concha y toro ,m,9999,北京,海淀区,B
名庄靓年,m,9999,其他,其他,A
十字木桐,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
玛茜/rochemazet,m,29,山东,东营,C
桃乐丝/torres,m,30,广东,广州,A
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
爱之湾/andimar ,m,9999,其他,其他,B
首彩/handpicked,f,8,陕西,西安,A
红蔓庄园/tarapaca,m,9999,其他,其他,B
音符/awjs,m,29,山东,青岛,B
红魔鬼/casillero del diablo,m,35,山东,青岛,B
罗马假日,f,7,湖北,武汉,D
红魔鬼/casillero del diablo,m,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
卡斯特/kasteel ,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,f,9999,广东,佛山,B
卡思黛乐/castel,m,9999,其他,其他,B
卡斯特/kasteel ,f,30,安徽,芜湖,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
丰收,m,32,山东,其他,A
干露/concha y toro ,m,9999,其他,其他,B
卡思黛乐/castel,f,9999,海外,日本,B
澜,m,9999,其他,其他,A
爱之湾/andimar ,m,9999,上海,黄浦区,B
干露/concha y toro ,f,9999,其他,其他,B
卡斯特/kasteel ,m,9999,湖南,其他,A
卡斯特/kasteel ,m,9999,湖南,其他,A
香奈/j.p.chenet ,m,9999,其他,其他,A
卡斯特/kasteel ,f,27,上海,普陀区,A
卡斯特/kasteel ,f,27,上海,普陀区,A
路易亚都世家/louis jadot ,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
巴黎庄园/cmp,m,9999,其他,其他,C
杰卡斯/jacob’s creek,f,9999,江苏,南京,B
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,m,46,山东,济南,B
天鹅庄,m,9999,其他,其他,C
丰收,m,9999,其他,其他,A
桃乐丝/torres,m,34,四川,成都,A
巴黎庄园/cmp,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
麦洛威尔/mellowell,f,25,北京,石景山区,B
干露/concha y toro ,m,36,广东,东莞,B
名庄靓年,m,9999,其他,其他,A
卡斯特/kasteel ,f,6,江西,南昌,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
张裕/changyu ,f,9999,福建,福州,C
依拉苏/errazuriz,m,9999,其他,其他,A
洛神山庄,m,9999,其他,其他,A
玛茜/rochemazet,m,9999,其他,其他,C
红蔓庄园/tarapaca,m,9999,其他,其他,B
卡斯特/kasteel ,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
君顶,f,9999,浙江,宁波,D
君顶,m,9999,浙江,宁波,D
路易亚都世家/louis jadot ,f,9999,其他,其他,C
蒙特斯/montes ,f,9999,其他,其他,A
贺兰山,m,9999,其他,其他,A
卡斯特/kasteel ,f,9999,其他,其他,A
火地岛,f,9999,安徽,合肥,A
红魔鬼/casillero del diablo,m,35,山东,青岛,B
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,f,9999,广东,深圳,B
红魔鬼/casillero del diablo,m,27,辽宁,沈阳,B
通天,f,30,北京,东城区,B
玛歌酒庄/chateau margaux,f,9999,广东,深圳,B
香奈/j.p.chenet ,m,9999,浙江,台州,A
巴黎庄园/cmp,m,9999,广东,其他,C
红魔鬼/casillero del diablo,m,36,广东,东莞,B
贺兰山,m,9999,其他,其他,A
集美,f,9999,北京,海淀区,A
澜,f,49,福建,南平,A
卡思黛乐/castel,m,9999,四川,成都,B
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
 姚明/yaoming,m,9999,其他,其他,B
卓林/zonin,m,9999,其他,其他,A
通天,m,34,天津,宝坻区,B
通天,m,34,天津,宝坻区,B
卡斯特/kasteel ,f,29,浙江,温州,A
也买酒/yesmywine,m,9999,北京,石景山区,B
小龙船,m,9,云南,昆明,A
卡斯特/kasteel ,m,9999,其他,其他,A
卡思黛乐/castel,f,29,青海,海北,B
洛神山庄,f,31,北京,东城区,A
 姚明/yaoming,m,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
嘉伦多,f,24,广东,深圳,C
红魔鬼/casillero del diablo,m,36,广东,东莞,B
红魔鬼/casillero del diablo,m,36,广东,东莞,B
卡思黛乐/castel,f,9999,湖南,岳阳,B
洛神山庄,m,9999,上海,黄浦区,A
干露/concha y toro ,m,46,广东,广州,B
音符/awjs,f,9999,北京,朝阳区,B
奥兰,f,11,河南,其他,A
奥斯曼/aosiman,f,9999,其他,其他,C
华东/huadong,m,9999,其他,其他,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
爱之湾/andimar ,m,9999,其他,其他,B
丰收,m,9999,福建,泉州,A
名庄靓年,m,9999,其他,其他,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
干露/concha y toro ,f,9999,海外,其他,B
天鹅庄,m,42,浙江,杭州,C
卡思黛乐/castel,m,9999,其他,其他,B
澜,f,30,北京,东城区,A
澜,m,9999,河南,郑州,A
黄尾袋鼠/yellow tail,m,9999,广东,云浮,B
奥兰,f,11,河南,其他,A
名庄靓年,m,9999,其他,其他,A
通天,f,30,北京,东城区,B
卡思黛乐/castel,m,9999,其他,其他,B
酩悦/moet&amp;chandon,f,35,广东,汕头,A
通天,f,30,北京,东城区,B
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
华东/huadong,m,9999,广东,其他,C
西施佳雅,f,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
安徒生,f,29,贵州,遵义,B
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
卡斯特/kasteel ,m,9999,陕西,西安,A
卡斯特/kasteel ,f,9999,福建,厦门,A
卡斯特/kasteel ,m,9999,其他,其他,A
卡斯特/kasteel ,m,9999,其他,其他,A
红魔鬼/casillero del diablo,f,9999,黑龙江,哈尔滨,B
波图/poto,f,9999,海外,韩国,A
卡斯特/kasteel ,m,9999,四川,成都,A
新天/suntime,m,9999,其他,其他,C
蒙特斯/montes ,f,9999,广东,江门,A
罗蒂/laudi,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
怡园酒庄/grace vineyard,m,9999,其他,其他,A
卡思黛乐/castel,m,9999,上海,徐汇区,B
莫高/mogao ,m,9999,其他,其他,C
莱茵黑森,m,9999,其他,其他,A
丰收,f,9999,海外,意大利,A
名庄靓年,m,9999,其他,其他,A
红魔鬼/casillero del diablo,m,29,北京,东城区,B
卡思黛乐/castel,f,31,海外,美国,B
爱之湾/andimar ,m,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
蒙大菲/robert mondavi,m,9999,其他,其他,C
干露/concha y toro ,m,36,广东,东莞,B
莱茵黑森,m,9999,其他,其他,A
奔富蔻兰山/koonunga hill,m,9999,其他,其他,C
华东/huadong,m,9999,其他,其他,C
名庄靓年,m,9999,其他,其他,A
香格里拉/shangri-la,f,9999,北京,朝阳区,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
卡赛欧,f,9999,上海,其他,A
威龙/wilon,f,9999,福建,厦门,A
 姚明/yaoming,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
华东/huadong,f,9999,其他,其他,C
小龙船,f,9999,海南,海口,A
名庄靓年,f,9999,上海,静安区,A
名庄靓年,f,9999,上海,静安区,A
丰收,f,6,广东,广州,A
名庄靓年,m,9999,其他,其他,A
红魔鬼/casillero del diablo,f,9999,海外,法国,B
卡思黛乐/castel,m,45,海外,其他,B
法莱雅,m,9999,其他,其他,A
音符/awjs,m,9999,其他,其他,B
华东/huadong,f,9999,上海,其他,C
澜,f,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
杰卡斯/jacob’s creek,m,9999,海外,加拿大,B
莫高/mogao ,f,31,陕西,西安,C
怡园酒庄/grace vineyard,m,43,河北,唐山,A
红魔鬼/casillero del diablo,f,33,浙江,杭州,B
集美,m,94,福建,厦门,A
路易亚都世家/louis jadot ,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
莫高/mogao ,f,31,陕西,西安,C
活灵魂/almaviva,f,9999,其他,其他,B
通天,m,52,湖北,武汉,B
爱之湾/andimar ,m,9999,台湾,台北市,B
加州乐事,m,24,广东,广州,B
威龙/wilon,f,9999,浙江,杭州,A
法莱雅,m,9999,其他,其他,A
莫高/mogao ,f,9999,其他,其他,C
汉森/hansen,m,24,广东,江门,A
小龙船,m,9999,广东,潮州,A
莫高/mogao ,m,9999,广东,深圳,C
干露/concha y toro ,m,36,广东,东莞,B
奥兰,m,9999,北京,海淀区,A
怡园酒庄/grace vineyard,f,31,江苏,盐城,A
威龙/wilon,m,9999,其他,其他,A
云南红,m,9999,其他,其他,A
云南红,m,9999,其他,其他,A
爱之湾/andimar ,f,9999,河南,郑州,B
通天,m,9999,山西,其他,B
卡斯特/kasteel ,m,9999,其他,其他,A
洛神山庄,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
天鹅庄,m,9999,其他,其他,C
法莱雅,f,24,河北,唐山,A
红魔鬼/casillero del diablo,m,36,广东,东莞,B
长白山 ,f,51,辽宁,沈阳,A
长白山 ,f,51,辽宁,沈阳,A
若诗庄园/rosemount,m,9999,其他,其他,B
长白山 ,f,51,辽宁,沈阳,A
巴黎庄园/cmp,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
类人首,m,9999,其他,其他,A
罗莎庄园,f,9999,江苏,苏州,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
威龙/wilon,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
音符/awjs,f,9999,其他,其他,B
红魔鬼/casillero del diablo,f,9999,其他,其他,B
西施佳雅,m,9999,其他,其他,A
百特/beleden,m,9999,重庆,其他,B
卡斯特/kasteel ,f,9999,江苏,南京,A
集美,m,9999,广东,其他,A
天鹅庄,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
天鹅庄,m,9999,其他,其他,C
天鹅庄,f,9999,其他,其他,C
天鹅庄,f,9999,其他,其他,C
卡斯特/kasteel ,m,9999,江苏,南京,A
杰卡斯/jacob’s creek,m,9999,海外,加拿大,B
天鹅庄,m,42,浙江,杭州,C
卡赛欧,f,9999,四川,成都,A
莫高/mogao ,m,9999,其他,其他,C
天鹅庄,f,9999,海外,澳大利亚,C
银色高地,m,9999,宁夏,银川,A
黄尾袋鼠/yellow tail,m,9999,四川,成都,B
通天,m,9999,山西,其他,B
莫高/mogao ,m,9999,其他,其他,C
小红帽/rotkappchen ,f,9999,香港,东区,A
罗莎庄园,f,31,广东,深圳,C
威龙/wilon,m,43,浙江,宁波,A
拿戈卢/la gloire,m,9,福建,漳州,A
通天,m,9999,浙江,金华,B
莫高/mogao ,m,9999,其他,其他,C
音符/awjs,f,9999,其他,其他,B
卡斯特/kasteel ,f,9999,其他,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
罗马假日,f,28,上海,闵行区,D
莫高/mogao ,m,9999,其他,其他,C
巴黎庄园/cmp,m,9999,辽宁,丹东,C
玛歌酒庄/chateau margaux,f,29,其他,其他,B
也买酒/yesmywine,f,9999,其他,其他,B
丰收,m,33,海外,新西兰,A
酩悦/moet&amp;chandon,f,9999,其他,其他,A
路易亚都世家/louis jadot ,f,9999,其他,其他,C
嘉伦多,f,24,广东,深圳,C
贺兰山,m,3,海外,其他,A
莫高/mogao ,m,9999,其他,其他,C
也买酒/yesmywine,f,9999,其他,其他,B
卡斯特/kasteel ,m,9999,其他,其他,A
西施佳雅,m,9999,福建,厦门,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
木桐嘉棣/mouton cadet,m,9999,其他,其他,B
力士金,f,9999,其他,其他,B
卡思黛乐/castel,m,9999,其他,其他,B
莫高/mogao ,f,31,陕西,西安,C
洛神山庄,m,9999,江苏,苏州,A
布朗兄弟酒庄/brown brothers,f,9999,海外,澳大利亚,A
莫高/mogao ,m,9999,其他,其他,C
也买酒/yesmywine,f,9999,其他,其他,B
蓝仙姑,f,49,河北,衡水,B
驼铃/tuo ling,m,9999,湖南,其他,A
蒙特斯/montes ,f,9999,其他,其他,A
卡思黛乐/castel,m,9999,其他,其他,B
巴黎庄园/cmp,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
也买酒/yesmywine,m,37,北京,朝阳区,B
爱之湾/andimar ,m,9999,其他,其他,B
红魔鬼/casillero del diablo,m,23,上海,浦东新区,B
莫高/mogao ,m,9999,其他,其他,C
木桐嘉棣/mouton cadet,m,9999,河南,郑州,B
也买酒/yesmywine,f,9999,其他,其他,B
 姚明/yaoming,m,30,江西,抚州,B
火地岛,m,9999,江西,宜春,A
爱之湾/andimar ,m,38,陕西,西安,B
红蔓庄园/tarapaca,m,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
巴黎庄园/cmp,f,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
怡园酒庄/grace vineyard,m,30,广东,深圳,A
威龙/wilon,m,9999,其他,其他,A
澜,f,28,河南,郑州,A
莫高/mogao ,m,9999,其他,其他,C
卡斯特/kasteel ,m,34,浙江,金华,A
首彩/handpicked,f,9999,香港,其他,A
罗莎庄园,f,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
长白山 ,f,9999,其他,其他,A
长白山 ,f,25,北京,其他,A
 姚明/yaoming,m,33,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,广东,东莞,B
莫高/mogao ,m,9999,其他,其他,C
罗马假日,m,9999,广东,江门,D
红魔鬼/casillero del diablo,f,9999,广东,其他,B
罗马假日,m,9999,河南,其他,D
罗马假日,f,9999,其他,其他,D
罗马假日,m,9999,河北,石家庄,D
 姚明/yaoming,m,9999,其他,其他,B
罗马假日,m,9999,广西,南宁,D
罗马假日,f,24,湖南,邵阳,D
罗马假日,m,30,河北,唐山,D
罗马假日,m,9999,陕西,咸阳,D
罗马假日,m,9999,北京,海淀区,D
罗马假日,m,9999,其他,其他,D
罗马假日,m,9999,其他,其他,D
罗马假日,m,33,河北,唐山,D
罗马假日,m,9999,北京,其他,D
罗马假日,f,9999,上海,其他,D
罗马假日,m,9999,黑龙江,其他,D
罗马假日,m,9999,其他,其他,D
罗马假日,f,30,陕西,西安,D
通天,m,31,浙江,杭州,B
爱之湾/andimar ,f,32,湖北,武汉,B
通天,m,9999,上海,普陀区,B
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
汉森/hansen,f,26,广东,深圳,A
加州乐事,f,41,广东,深圳,B
pasqua,f,9999,海外,其他,A
桃乐丝/torres,m,9999,海外,西班牙,A
麦洛威尔/mellowell,m,9999,其他,其他,B
麦洛威尔/mellowell,m,29,北京,石景山区,B
麦洛威尔/mellowell,m,29,北京,石景山区,B
也买酒/yesmywine,m,9999,其他,其他,B
莫高/mogao ,m,9999,其他,其他,C
也买酒/yesmywine,f,9999,其他,其他,B
蓝仙姑,m,9999,其他,其他,B
莱茵黑森,m,9999,北京,朝阳区,A
木桐嘉棣/mouton cadet,f,43,广东,深圳,B
莫高/mogao ,f,32,青海,西宁,C
莫高/mogao ,m,9999,其他,其他,C
西施佳雅,m,9999,其他,其他,A
西施佳雅,m,9999,其他,其他,A
玛茜/rochemazet,m,9999,其他,其他,C
玛茜/rochemazet,m,9999,其他,其他,C
巴黎庄园/cmp,f,9999,其他,其他,C
 姚明/yaoming,m,9999,北京,其他,B
红魔鬼/casillero del diablo,m,9999,广东,深圳,B
 姚明/yaoming,m,9999,广东,其他,B
玛茜/rochemazet,m,9999,其他,其他,C
西施佳雅,m,9999,其他,其他,A
也买酒/yesmywine,f,9999,其他,其他,B
玛茜/rochemazet,m,29,安徽,芜湖,C
玛茜/rochemazet,m,9999,其他,其他,C
澜,m,5,四川,乐山,A
拉图嘉利,m,9999,福建,厦门,B
红蔓庄园/tarapaca,m,9999,其他,其他,B
巴黎庄园/cmp,f,9999,其他,其他,C
也买酒/yesmywine,f,9999,其他,其他,B
玛茜/rochemazet,m,9999,其他,其他,C
卡思黛乐/castel,m,9999,其他,其他,B
巴黎庄园/cmp,m,9999,辽宁,丹东,C
贾斯汀/divine justine,m,9999,江苏,苏州,A
也买酒/yesmywine,f,9999,其他,其他,B
洛神山庄,m,9999,其他,其他,A
爱之湾/andimar ,f,9999,安徽,滁州,B
卡斯特/kasteel ,m,9999,四川,成都,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
也买酒/yesmywine,f,9999,其他,其他,B
集美,m,9999,其他,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
红蔓庄园/tarapaca,m,9999,其他,其他,B
红蔓庄园/tarapaca,m,9999,其他,其他,B
红蔓庄园/tarapaca,m,9999,其他,其他,B
卡斯特/kasteel ,f,9999,江苏,南京,A
卡斯特/kasteel ,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
卡特尔,f,33,湖南,湘潭,A
卡特尔,f,33,湖南,湘潭,A
君顶,f,6,山东,淄博,D
莱茵黑森,m,9999,其他,其他,A
作品一号/opus one,m,9999,浙江,宁波,A
也买酒/yesmywine,f,9999,上海,静安区,B
卡斯特/kasteel ,m,27,上海,闵行区,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
也买酒/yesmywine,f,9999,其他,其他,B
卡斯特/kasteel ,f,29,上海,杨浦区,A
集美,m,9999,其他,其他,A
集美,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,m,9999,湖北,武汉,B
集美,m,9999,其他,其他,A
干露/concha y toro ,m,9999,其他,其他,B
也买酒/yesmywine,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,m,9999,河北,其他,B
加州乐事,f,9999,其他,其他,B
红蔓庄园/tarapaca,m,9999,其他,其他,B
红蔓庄园/tarapaca,m,9999,其他,其他,B
也买酒/yesmywine,f,9999,其他,其他,B
傲鱼/aoyo,m,9999,其他,其他,A
卡斯特/kasteel ,m,9999,其他,其他,A
卡思黛乐/castel,m,9999,其他,其他,B
莫高/mogao ,m,48,陕西,其他,C
路易亚都世家/louis jadot ,f,9999,其他,其他,C
莫高/mogao ,m,45,辽宁,铁岭,C
莫高/mogao ,f,31,海外,法国,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
